id;givens;agility;used;seconds;variables;n_phases;conflicts;level;MB;limit;learned;original
25-1608;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1609;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1610;25;0.0;100.0;0.0;0;2;19;0.0;0.3;0;0;0
25-1611;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1612;25;1.2;91.5;0.0;149;2;16;4.2;0.3;1000;9;43
25-1613;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1614;25;0.0;100.0;0.0;0;2;26;0.0;0.3;0;0;0
25-1615;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1616;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1617;25;0.0;100.0;0.0;0;2;30;0.0;0.3;0;0;0
25-1618;25;0.0;100.0;0.0;0;2;30;0.0;0.3;0;0;0
25-1619;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1620;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1621;25;0.0;100.0;0.0;0;2;37;0.0;0.3;0;0;0
25-1622;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1623;25;0.0;100.0;0.0;0;2;25;0.0;0.3;0;0;0
25-1624;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1625;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1626;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1627;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1628;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1629;25;0.0;100.0;0.0;0;2;24;0.0;0.3;0;0;0
25-1630;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1631;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1632;25;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
25-1633;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1634;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1635;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1636;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1637;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1638;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1639;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1640;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1641;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1642;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1643;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1644;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1645;25;0.0;100.0;0.0;0;2;19;0.0;0.3;0;0;0
25-1646;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1647;25;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
25-1648;25;0.0;100.0;0.0;0;2;19;0.0;0.3;0;0;0
25-1649;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1650;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1651;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1652;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1653;25;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
25-1654;25;0.0;100.0;0.0;0;2;35;0.0;0.3;0;0;0
25-1655;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1656;25;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
25-1657;25;0.0;100.0;0.0;0;2;29;0.0;0.3;0;0;0
25-1658;25;0.0;100.0;0.0;0;2;28;0.0;0.3;0;0;0
25-1659;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1660;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1661;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1662;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1663;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1664;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1665;25;0.0;100.0;0.0;0;2;29;0.0;0.3;0;0;0
25-1666;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1667;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1668;25;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
25-1669;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1670;25;0.0;100.0;0.0;0;2;47;0.0;0.3;0;0;0
25-1671;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1672;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1673;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1674;25;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
25-1675;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1676;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1677;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1678;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1679;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1680;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1681;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1682;25;0.0;100.0;0.0;0;2;23;0.0;0.3;0;0;0
25-1683;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1684;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1685;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1686;25;0.0;100.0;0.0;0;2;46;0.0;0.3;0;0;0
25-1687;25;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
25-1688;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1689;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1690;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1691;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1692;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1693;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1694;25;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
25-1695;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1696;25;0.0;100.0;0.0;0;2;40;0.0;0.3;0;0;0
25-1697;25;0.0;100.0;0.0;0;2;29;0.0;0.3;0;0;0
25-1698;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1699;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1700;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1701;25;0.0;100.0;0.0;0;2;45;0.0;0.3;0;0;0
25-1702;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1703;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1704;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1705;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1706;25;0.0;100.0;0.0;0;2;33;0.0;0.3;0;0;0
25-1707;25;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
25-1708;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1709;25;0.4;82.2;0.0;203;2;13;3.8;0.3;1000;4;56
25-1710;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1711;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1712;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1713;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1714;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1715;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1716;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1717;25;1.9;89.8;0.0;162;2;37;3.4;0.3;1000;14;53
25-1718;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1719;25;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
25-1720;25;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
25-1721;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1722;25;9.9;98.1;0.0;215;3;156;6.5;0.3;1100;147;56
25-1723;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1724;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1725;25;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
25-1726;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1727;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1728;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1729;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1730;25;3.2;91.9;0.0;200;2;38;5.6;0.3;1000;34;54
25-1731;25;0.0;100.0;0.0;0;2;23;0.0;0.3;0;0;0
25-1732;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1733;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1734;25;0.0;100.0;0.0;0;2;24;0.0;0.3;0;0;0
25-1735;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1736;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1737;25;0.0;100.0;0.0;0;2;19;0.0;0.3;0;0;0
25-1738;25;0.0;100.0;0.0;0;2;38;0.0;0.3;0;0;0
25-1739;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1740;25;0.0;100.0;0.0;0;2;26;0.0;0.3;0;0;0
25-1741;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1742;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1743;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1744;25;0.0;100.0;0.0;0;2;22;0.0;0.3;0;0;0
25-1745;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1746;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1747;25;0.0;100.0;0.0;0;2;42;0.0;0.3;0;0;0
25-1748;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1749;25;0.0;100.0;0.0;0;2;40;0.0;0.3;0;0;0
25-1750;25;0.0;100.0;0.0;0;2;28;0.0;0.3;0;0;0
25-1751;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1752;25;1.7;91.5;0.0;210;2;29;4.2;0.3;1000;10;56
25-1753;25;1.6;87.7;0.0;181;2;30;3.9;0.3;1000;8;52
25-1754;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1755;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1756;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1757;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1758;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1759;25;0.0;100.0;0.0;0;2;32;0.0;0.3;0;0;0
25-1760;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1761;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1762;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1763;25;2.6;100.0;0.0;0;2;45;3.2;0.3;1000;15;50
25-1764;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1765;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1766;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1767;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1768;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1769;25;0.0;100.0;0.0;0;2;22;0.0;0.3;0;0;0
25-1770;25;0.0;100.0;0.0;0;2;30;0.0;0.3;0;0;0
25-1771;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1772;25;0.0;100.0;0.0;0;2;24;0.0;0.3;0;0;0
25-1773;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1774;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1775;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1776;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1777;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1778;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1779;25;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
25-1780;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1781;25;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
25-1782;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1783;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1784;25;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
25-1785;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1786;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1787;25;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
25-1788;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1789;25;0.0;100.0;0.0;0;2;32;0.0;0.3;0;0;0
25-1790;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1791;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1792;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1793;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1794;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1795;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1796;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1797;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1798;25;0.0;100.0;0.0;0;2;24;0.0;0.3;0;0;0
25-1799;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1800;25;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
25-1801;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1802;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1803;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1804;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1805;25;2.0;86.6;0.0;191;2;25;4.1;0.3;1000;15;55
25-1806;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1807;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1808;25;0.0;100.0;0.0;0;2;39;0.0;0.3;0;0;0
25-1809;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1810;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1811;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1812;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1813;25;0.0;100.0;0.0;0;2;42;0.0;0.3;0;0;0
25-1814;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1815;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1816;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1817;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1818;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1819;25;0.0;100.0;0.0;0;2;22;0.0;0.3;0;0;0
25-1820;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1821;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1822;25;0.0;100.0;0.0;0;2;49;0.0;0.3;0;0;0
25-1823;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1824;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1825;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1826;25;0.0;100.0;0.0;0;2;28;0.0;0.3;0;0;0
25-1827;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1828;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1829;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1830;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1831;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1832;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1833;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1834;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1835;25;0.0;100.0;0.0;0;2;34;0.0;0.3;0;0;0
25-1836;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1837;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1838;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1839;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1840;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1841;25;0.0;100.0;0.0;0;2;19;0.0;0.3;0;0;0
25-1842;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1843;25;0.0;100.0;0.0;0;2;26;0.0;0.3;0;0;0
25-1844;25;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
25-1845;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1846;25;1.4;87.0;0.0;199;2;31;4.2;0.3;1000;16;56
25-1847;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1848;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1849;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1850;25;0.0;100.0;0.0;0;2;32;0.0;0.3;0;0;0
25-1851;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1852;25;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
25-1853;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1854;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1855;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1856;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1857;25;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
25-1858;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1859;25;1.1;87.8;0.0;180;2;32;4.0;0.3;1000;12;53
25-1860;25;0.0;100.0;0.0;0;2;1;0.0;0.3;0;0;0
25-1861;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1862;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1863;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1864;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1865;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1866;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1867;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1868;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1869;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1870;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1871;25;0.0;100.0;0.0;0;2;41;0.0;0.3;0;0;0
25-1872;25;0.0;100.0;0.0;0;2;58;0.0;0.3;0;0;0
25-1873;25;0.0;100.0;0.0;0;2;45;0.0;0.3;0;0;0
25-1874;25;2.6;92.6;0.0;211;2;23;5.2;0.3;1000;22;55
25-1875;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1876;25;0.0;100.0;0.0;0;2;26;0.0;0.3;0;0;0
25-1877;25;0.0;100.0;0.0;0;2;50;0.0;0.3;0;0;0
25-1878;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1879;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1880;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1881;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1882;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1883;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1884;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1885;25;0.0;100.0;0.0;0;2;22;0.0;0.3;0;0;0
25-1886;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1887;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1888;25;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
25-1889;25;0.0;100.0;0.0;0;2;22;0.0;0.3;0;0;0
25-1890;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1891;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1892;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1893;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1894;25;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
25-1895;25;0.0;100.0;0.0;0;2;43;0.0;0.3;0;0;0
25-1896;25;0.0;100.0;0.0;0;2;35;0.0;0.3;0;0;0
25-1897;25;0.0;100.0;0.0;0;2;35;0.0;0.3;0;0;0
25-1898;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1899;25;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
25-1900;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1901;25;0.0;100.0;0.0;0;2;30;0.0;0.3;0;0;0
25-1902;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1903;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1904;25;0.0;100.0;0.0;0;2;23;0.0;0.3;0;0;0
25-1905;25;0.0;100.0;0.0;0;2;34;0.0;0.3;0;0;0
25-1906;25;0.0;100.0;0.0;0;2;29;0.0;0.3;0;0;0
25-1907;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1908;25;0.0;100.0;0.0;0;2;35;0.0;0.3;0;0;0
25-1909;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1910;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1911;25;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
25-1912;25;0.0;100.0;0.0;0;2;23;0.0;0.3;0;0;0
25-1913;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1914;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1915;25;0.0;100.0;0.0;0;2;33;0.0;0.3;0;0;0
25-1916;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1917;25;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
25-1918;25;0.0;100.0;0.0;0;2;41;0.0;0.3;0;0;0
25-1919;25;0.0;100.0;0.0;0;2;29;0.0;0.3;0;0;0
25-1920;25;0.0;100.0;0.0;0;2;41;0.0;0.3;0;0;0
25-1921;25;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
25-1922;25;0.0;100.0;0.0;0;2;19;0.0;0.3;0;0;0
25-1923;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1924;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1925;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1926;25;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
25-1927;25;0.0;100.0;0.0;0;2;4;0.0;0.3;0;0;0
25-1928;25;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
25-1929;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1930;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1931;25;0.0;100.0;0.0;0;2;39;0.0;0.3;0;0;0
25-1932;25;0.0;100.0;0.0;0;2;30;0.0;0.3;0;0;0
25-1933;25;0.0;100.0;0.0;0;2;37;0.0;0.3;0;0;0
25-1934;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1935;25;0.0;100.0;0.0;0;2;2;0.0;0.3;0;0;0
25-1936;25;0.0;100.0;0.0;0;2;8;0.0;0.3;0;0;0
25-1937;25;0.0;100.0;0.0;0;2;23;0.0;0.3;0;0;0
25-1938;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1939;25;0.0;100.0;0.0;0;2;7;0.0;0.3;0;0;0
25-1940;25;0.0;100.0;0.0;0;2;25;0.0;0.3;0;0;0
25-1941;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1942;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1943;25;0.0;100.0;0.0;0;2;28;0.0;0.3;0;0;0
25-1944;25;0.0;100.0;0.0;0;1;0;0.0;0.3;0;0;81
25-1945;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1946;25;0.0;100.0;0.0;0;2;10;0.0;0.3;0;0;0
25-1947;25;0.0;100.0;0.0;0;2;25;0.0;0.3;0;0;0
25-1948;25;0.0;100.0;0.0;0;2;15;0.0;0.3;0;0;0
25-1949;25;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
25-1950;25;0.0;100.0;0.0;0;2;17;0.0;0.3;0;0;0
25-1951;25;0.0;100.0;0.0;0;2;33;0.0;0.3;0;0;0
25-1952;25;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
25-1953;25;0.0;100.0;0.0;0;2;5;0.0;0.3;0;0;0
25-1954;25;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
25-1955;25;0.0;100.0;0.0;0;2;21;0.0;0.3;0;0;0
25-1956;25;0.0;100.0;0.0;0;2;9;0.0;0.3;0;0;0
25-1957;25;0.0;100.0;0.0;0;2;20;0.0;0.3;0;0;0
25-1958;25;0.0;100.0;0.0;0;2;3;0.0;0.3;0;0;0
25-1959;25;0.0;100.0;0.0;0;2;12;0.0;0.3;0;0;0
25-1960;25;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
25-1961;25;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
25-1962;25;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
25-1963;25;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
25-1964;25;0.0;100.0;0.0;0;2;23;0.0;0.3;0;0;0
